date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:18	144197/144197	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-23345%22	https://app-sorteos.com/img/sharing/apps/trivia_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/trivia_es.jpg	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:18	4547/4547	---M--	200	added ('OK')	image/png	etag:%226690eb4e-11c3%22	https://app-sorteos.com/img/landing/logo_shopify.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_shopify.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:18	4022/4022	---M--	200	added ('OK')	image/png	etag:%226690eb4e-fb6%22	https://app-sorteos.com/img/landing/logo_woocommerce.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_woocommerce.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:19	4092/4092	---M--	200	added ('OK')	image/png	etag:%226690eb4e-ffc%22	https://app-sorteos.com/img/landing/logo_wordpress.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_wordpress.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:19	2625/2625	---M--	200	added ('OK')	image/png	etag:%226690eb4e-a41%22	https://app-sorteos.com/img/landing/logo_squarespace.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_squarespace.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:19	3707/3707	---M--	200	added ('OK')	image/png	etag:%226690eb4e-e7b%22	https://app-sorteos.com/img/landing/logo_magento.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_magento.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:19	2134/2134	---M--	200	added ('OK')	image/png	etag:%226690eb4e-856%22	https://app-sorteos.com/img/landing/logo_bigcommerce.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_bigcommerce.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:20	2776/2776	---M--	200	added ('OK')	image/png	etag:%226690eb4e-ad8%22	https://app-sorteos.com/img/landing/logo_wix.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/landing/logo_wix.png	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:20	8325/8325	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4d-2085%22	https://app-sorteos.com/embed/embed.js	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/embed/embed.js	(from https://app-sorteos.com/es/apps/generador-trivias-online)
11:51:20	172544/172544	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-2a200%22	https://app-sorteos.com/img/sharing/apps/dice_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/dice_es.jpg	(from https://app-sorteos.com/es/apps/tirar-dado-online)
11:51:21	1024/1024	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2028%20Nov%202023%2010:43:06%20GMT	https://cmp.setupcmp.com/cmp/cmp/cmp-stub.js	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/cmp.setupcmp.com/cmp/cmp/cmp-stub.js	(from https://app-sorteos.com/es/apps/tirar-dado-online)
11:51:21	118772/118772	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2024%20Oct%202024%2011:32:46%20GMT	https://cmp.setupcmp.com/cmp/cmp/cmp-v1.js	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/cmp.setupcmp.com/cmp/cmp/cmp-v1.js	(from https://app-sorteos.com/es/apps/tirar-dado-online)
11:51:22	4716/4716	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-126c%22	https://app-sorteos.com/js/apps/dr.96c1110957babaa26331.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/apps/dr.96c1110957babaa2633177bd.js	(from https://app-sorteos.com/es/apps/tirar-dado-online)
11:51:22	152924/152924	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-2555c%22	https://app-sorteos.com/img/sharing/apps/teams_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/teams_es.jpg	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:22	215188/215188	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:22%20GMT	https://app-sorteos.com/es/apps/la-ruleta-decide?ref=related-pickers	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/la-ruleta-decidee6f7.html	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:22	163036/163036	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:22%20GMT	https://app-sorteos.com/es/apps/tirar-dado-online?ref=related-pickers	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/tirar-dado-onlinee6f7.html	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:22	174801/174801	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:22%20GMT	https://app-sorteos.com/es/apps/sortear-numeros-online?ref=related-pickers	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sortear-numeros-onlinee6f7.html	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:23	165176/165176	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:22%20GMT	https://app-sorteos.com/es/apps/cara-o-cruz?ref=related-pickers	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/cara-o-cruze6f7.html	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:23	13021/13021	---M--	200	added ('OK')	image/jpeg	etag:%221692629842%22	https://img.youtube.com/vi/_HhDtF6bsHg/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/_HhDtF6bsHg/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:23	21064/21064	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674879ef-5248%22	https://app-sorteos.com/js/all.random_teams.compiled.js?1732803055	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/all.random_teams.compileddd1f.js	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:24	166241/166241	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-28961%22	https://app-sorteos.com/js/vendor/html2canvas.min.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/vendor/html2canvas.min77bd.js	(from https://app-sorteos.com/es/apps/sortear-grupos-online)
11:51:24	142260/142260	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-22bb4%22	https://app-sorteos.com/img/sharing/apps/numbers_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/numbers_es.jpg	(from https://app-sorteos.com/es/apps/sortear-numeros-online)
11:51:24	180028/180028	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2015:51:24%20GMT	https://app-sorteos.com/es/apps/sortear-grupos-online?ref=related-pickers	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/es/apps/sortear-grupos-onlinee6f7.html	(from https://app-sorteos.com/es/apps/sortear-numeros-online)
11:51:24	10019/10019	---M--	200	added ('OK')	image/jpeg	etag:%221704971962%22	https://img.youtube.com/vi/erIREmCa7TE/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/erIREmCa7TE/mqdefault.jpg	(from https://app-sorteos.com/es/apps/sortear-numeros-online)
11:51:25	14363/14363	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674879f3-381b%22	https://app-sorteos.com/js/all.random_numbers.compiled.js?1732803059	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/all.random_numbers.compiled836f.js	(from https://app-sorteos.com/es/apps/sortear-numeros-online)
11:51:25	189146/189146	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-2e2da%22	https://app-sorteos.com/img/sharing/apps/font-generator_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/font-generator_es.jpg	(from https://app-sorteos.com/es/apps/letras-para-instagram)
11:51:25	12531/12531	---M--	200	added ('OK')	image/jpeg	etag:%221714057222%22	https://img.youtube.com/vi/dDrOGmVoqDI/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/dDrOGmVoqDI/mqdefault.jpg	(from https://app-sorteos.com/es/apps/letras-para-instagram)
11:51:26	51214/51214	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-c80e%22	https://app-sorteos.com/js/apps/fg.96c1110957babaa26331.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/apps/fg.96c1110957babaa2633177bd.js	(from https://app-sorteos.com/es/apps/letras-para-instagram)
11:51:26	152803/152803	---M--	200	added ('OK')	image/jpeg	etag:%226690eb4e-254e3%22	https://app-sorteos.com/img/sharing/apps/flip-coin_es.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/sharing/apps/flip-coin_es.jpg	(from https://app-sorteos.com/es/apps/cara-o-cruz)
11:51:26	36137/36137	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-8d29%22	https://app-sorteos.com/js/vendor/howler.min.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/vendor/howler.min77bd.js	(from https://app-sorteos.com/es/apps/cara-o-cruz)
11:51:27	5455/5455	---MCZ	200	added ('OK')	application/javascript	etag:W/%22671ad29a-154f%22	https://app-sorteos.com/js/apps/fc.96c1110957babaa26331.js?1729811098	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/apps/fc.96c1110957babaa26331020e.js	(from https://app-sorteos.com/es/apps/cara-o-cruz)
11:51:27	10094/10094	---M--	200	added ('OK')	image/jpeg	etag:%221691406909%22	https://img.youtube.com/vi/KIhaxHrhK80/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/KIhaxHrhK80/mqdefault.jpg	(from https://app-sorteos.com/es/apps/generador-bases-legales)
11:51:27	63608/63608	---M--	200	added ('OK')	image/jpeg	etag:%221691406909%22	https://img.youtube.com/vi/KIhaxHrhK80/maxresdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/KIhaxHrhK80/maxresdefault.jpg	(from https://app-sorteos.com/es/apps/generador-bases-legales)
11:51:28	1131/1131	---MCZ	200	added ('OK')	text/css	etag:W/%2266edc13f-46b%22	https://app-sorteos.com/css/apps/instagram_eng_calc.css?1726857535	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/css/apps/instagram_eng_calcf7ee.css	(from https://app-sorteos.com/es/apps/calculadora-de-engagement)
11:51:28	9849/9849	---M--	200	added ('OK')	image/jpeg	etag:%221712344345%22	https://img.youtube.com/vi/ZpYtqUaSx_M/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/ZpYtqUaSx_M/mqdefault.jpg	(from https://app-sorteos.com/es/apps/calculadora-de-engagement)
11:51:28	205889/205889	---M-Z	200	added ('OK')	application/javascript	etag:W/%2232441-Wxg9CflNBeP4FUgdFsdqB5YZCgQ%22	https://cdn.jsdelivr.net/npm/chart.js	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/cdn.jsdelivr.net/npm/chart.js	(from https://app-sorteos.com/es/apps/calculadora-de-engagement)
11:51:29	18587/18587	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266f6bc26-489b%22	https://app-sorteos.com/js/landings/ierc.96c1110957babaa26331.js?1727446054	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/ierc.96c1110957babaa263310eba.js	(from https://app-sorteos.com/es/apps/calculadora-de-engagement)
11:51:29	14287/14287	---M--	200	added ('OK')	image/jpeg	etag:%221725452653%22	https://img.youtube.com/vi/qGxwS6iorh4/mqdefault.jpg	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/img.youtube.com/vi/qGxwS6iorh4/mqdefault.jpg	(from https://app-sorteos.com/es/apps/generador-de-hashtags)
11:51:29	3576/3576	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266f184e5-df8%22	https://app-sorteos.com/js/landings/ihg.96c1110957babaa260791.js?1727104229	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/ihg.96c1110957babaa2607912e4d.js	(from https://app-sorteos.com/es/apps/generador-de-hashtags)
11:51:30	4341/4341	---MCZ	200	added ('OK')	application/javascript	etag:W/%226690eb4f-10f5%22	https://app-sorteos.com/js/apps/wc.96c1110957babaa26331.js?1720773455	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/apps/wc.96c1110957babaa2633177bd.js	(from https://app-sorteos.com/es/apps/contador-de-palabras)
11:51:30	9437/9437	---M--	200	added ('OK')	image/png	etag:%226690eb4e-24dd%22	https://app-sorteos.com/img/chrome.png	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/img/chrome.png	(from https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz0)
11:51:32	19224/19224	---MCZ	200	added ('OK')	application/javascript	etag:W/%226712d1a3-4b18%22	https://app-sorteos.com/js/landings/ig.96c1110957babaa26331.js?1729286563	C:/Users/mtvic/Documents/ExtractedWebsites/Ruleta/app-sorteos.com/js/landings/ig.96c1110957babaa263315e7d.js	(from https://app-sorteos.com/es/apps/sorteo-instagram-multicuenta?ref=biz0)
